tienda,categoria,marca,nombre,tipo,precio_sin_desc,descuento,precio_con_desc,valoracion,num_valoraciones
perfumes24h,hombre,calvin klein,set eternity for men 100ml + desodorante spray 150ml,eau de toilette,95.0,63.21,34.95,5.0,1
perfumes24h,hombre,don algodon,don algodon hombre - splash,eau de toilette,22.0,36.59,13.95,5.0,1
perfumes24h,hombre,yves saint laurent,myslf,eau de parfum,92.0,34.4,60.35,5.0,1
perfumes24h,hombre,lattafa,qimmah for men,eau de parfum,28.0,39.46,16.95,5.0,1
perfumes24h,hombre,loewe,agua de loewe,eau de toilette,78.59,45.35,42.95,4.8,4
perfumes24h,hombre,jean paul gaultier,le male le parfum,parfum,100.5,26.42,73.95,5.0,5
perfumes24h,hombre,lacoste,l.12.12 blanc,eau de toilette,70.0,52.93,32.95,5.0,4
perfumes24h,hombre,jean paul gaultier,le beau le parfum intense,parfum,81.0,32.16,54.95,5.0,1
perfumes24h,hombre,calvin klein,escape for men,eau de toilette,70.0,58.64,28.95,5.0,1
perfumes24h,hombre,paco rabanne,paco rabanne pour homme,eau de toilette,83.5,52.22,39.9,4.6,5
perfumes24h,hombre,versace,versace pour homme dylan blue,eau de toilette,45.0,22.33,34.95,5.0,1
perfumes24h,hombre,carolina herrera,set ch men 100ml + aftershave balm 100ml +10ml,eau de toilette,90.0,33.56,59.8,5.0,1
perfumes24h,hombre,carolina herrera,set 212 men 100ml + after shave gel 100ml + 10ml,eau de toilette,80.0,21.31,62.95,5.0,1
perfumes24h,hombre,springfield,set sport attitude 100ml + after shave 75ml,eau de toilette,21.0,38.33,12.95,5.0,1
perfumes24h,hombre,faberge,brut classic,eau de toilette,22.0,77.5,4.95,5.0,3
perfumes24h,hombre,cuba,cuba brown,eau de toilette,8.0,21.88,6.25,5.0,3
perfumes24h,hombre,carolina herrera,212 sexy men,eau de toilette,55.0,16.45,45.95,5.0,1
perfumes24h,hombre,adidas,uefa best of the best,eau de toilette,10.0,30.5,6.95,5.0,1
perfumes24h,hombre,montblanc,individuel,eau de toilette,68.0,55.96,29.95,4.7,6
perfumes24h,hombre,crossmen,crossmen original - splash,eau de toilette,30.0,75.03,7.49,4.7,6
perfumes24h,hombre,puig,manuel carrasco libre,eau de toilette,12.0,48.42,6.19,4.7,6
perfumes24h,hombre,jean paul gaultier,set le male 125 + aftershave balm 50ml + deodorant 75ml,eau de toilette,131.41,47.53,68.95,4.7,6
perfumes24h,hombre,loewe,loewe 7 cobalt,eau de parfum,82.0,32.99,54.95,4.7,6
perfumes24h,hombre,lalique,encre noire,eau de toilette,80.0,65.12,27.9,4.7,6
perfumes24h,hombre,montblanc,legend spirit,eau de toilette,36.0,19.58,28.95,4.7,3
perfumes24h,hombre,carolina herrera,herrera for men,eau de toilette,82.5,43.09,46.95,5.0,2
perfumes24h,hombre,hugo boss,hugo dark blue,eau de toilette,50.0,44.1,27.95,5.0,3
perfumes24h,hombre,hugo boss,boss bottled infinite,eau de parfum,81.0,13.64,69.95,5.0,5
perfumes24h,hombre,diesel,only the brave,eau de toilette,44.0,25.11,32.95,4.7,3
perfumes24h,hombre,hugo boss,the scent absolute,eau de parfum,80.0,26.31,58.95,5.0,1
perfumes24h,hombre,jacq's,jacq's - edición splash,eau de toilette,18.0,61.39,6.95,5.0,1
perfumes24h,hombre,atkinsons,english lavender - splash,eau de toilette,50.0,62.12,18.94,5.0,3
perfumes24h,hombre,issey miyake,l'eau d'issey pour homme sport,eau de toilette,62.0,35.0,40.3,4.8,4
perfumes24h,hombre,adolfo domínguez,agua fresca citrus cedro,eau de toilette,32.0,37.66,19.95,4.7,3
perfumes24h,hombre,oscar de la renta,oscar de la renta pour lui,eau de toilette,50.0,54.1,22.95,4.8,4
perfumes24h,hombre,laura biagiotti,roma uomo,eau de toilette,30.0,36.83,18.95,5.0,1
perfumes24h,hombre,yatch man,yacht man red,eau de toilette,25.0,76.2,5.95,5.0,1
perfumes24h,hombre,rochas,set rochas man 100ml + rochas man 50ml,eau de toilette,75.0,40.07,44.95,5.0,6
perfumes24h,hombre,dior,dior homme intense,eau de parfum,147.0,51.73,70.95,5.0,2
perfumes24h,hombre,jean paul gaultier,le male elixir,eau de parfum,96.0,34.43,62.95,5.0,3
perfumes24h,hombre,dolce & gabbana,the one for men,eau de toilette,43.0,14.07,36.95,4.5,2
perfumes24h,hombre,karl lagerfeld,bois de vétiver,eau de toilette,31.84,43.62,17.95,4.5,2
perfumes24h,hombre,paco rabanne,black xs,eau de toilette,68.5,41.68,39.95,5.0,2
perfumes24h,hombre,lattafa,al dur al maknoon silver,eau de parfum,25.0,36.2,15.95,5.0,2
perfumes24h,hombre,bultaco,lobito rebel code,eau de toilette,7.0,48.71,3.59,5.0,1
perfumes24h,hombre,instituto español,gotas frescas agua de colonia concentrada,eau de cologne,5.0,54.2,2.29,4.7,3
perfumes24h,hombre,adidas,victory league,eau de toilette,23.0,69.78,6.95,4.7,3
perfumes24h,hombre,montblanc,set legend red 100ml + 7.5ml + gel douche integral 100ml,eau de parfum,101.0,45.64,54.9,4.7,3
perfumes24h,hombre,paco rabanne,invictus victory extreme,eau de parfum,76.5,26.86,55.95,5.0,1
perfumes24h,hombre,versace,versace l'homme,eau de toilette,70.0,54.36,31.95,5.0,1
perfumes24h,hombre,hermès,set terre d'hermes parfum 30ml + recarga 125ml,parfum,133.0,27.11,96.95,5.0,1
perfumes24h,hombre,dior,sauvage parfum,parfum,116.0,22.46,89.95,5.0,1
perfumes24h,hombre,calvin klein,obsession for men,eau de toilette,65.0,60.08,25.95,5.0,2
perfumes24h,hombre,hermès,concentré d'orange verte,eau de toilette,110.0,4.59,104.95,5.0,2
perfumes24h,hombre,legrain,royale ambree,eau de cologne,12.0,30.08,8.39,5.0,1
perfumes24h,hombre,paco rabanne,phantom,eau de toilette,74.5,30.27,51.95,5.0,1
perfumes24h,hombre,real madrid c.f.,set real madrid 100ml + body spray 150ml,eau de toilette,16.0,25.31,11.95,5.0,1
perfumes24h,hombre,lattafa,sheikh al shuyukh khusoosi,eau de parfum,29.0,51.9,13.95,5.0,1
perfumes24h,hombre,carolina herrera,212 vip black,eau de parfum,66.5,32.41,44.95,5.0,2
perfumes24h,hombre,armani,stronger with you,eau de toilette,70.0,17.21,57.95,5.0,1
