tienda,categoria,marca,nombre,tipo,descuento,precio_sin_desc,precio_con_desc,valoracion,num_valoraciones
druni,mujer,dior,j'adore,eau de toilette,25.0,102.0,76.25,4.25,4.0
druni,mujer,bvlgari,omnia amethyste,eau de toilette,35.0,72.95,47.5,5.0,1.0
druni,mujer,issey miyake,issey agua de magnolia,eau de toilette,35.0,92.0,59.95,4.75,8.0
druni,mujer,kenzo,kenzo flower poppy bouquet,eau de parfum,42.0,69.0,39.95,4.75,12.0
druni,mujer,prada,infusion de vetiver,eau de parfum,43.0,150.0,84.95,5.0,1.0
druni,mujer,guerlain,aqua allegoria flora salvaggia recargable,eau de toilette,43.0,105.37,59.95,5.0,1.0
druni,mujer,coach,floral blush,eau de parfum,55.0,112.0,49.95,5.0,1.0
druni,mujer,jean paul gaultier,divine,eau de parfum,34.0,181.5,118.95,,
druni,mujer,prada,infusion d' amande,eau de parfum,43.0,150.0,84.95,4.25,4.0
druni,mujer,viktor & rolf,flowerbomb midnight,eau de parfum,41.0,110.0,64.95,5.0,2.0
druni,mujer,givenchy,tartine et chocolat musc,eau de toilette,18.0,49.0,39.95,,
druni,mujer,guerlain,shalimar refill,eau de toilette,35.0,120.42,77.95,5.0,4.0
druni,mujer,prada,candy night,eau de parfum,42.0,130.0,74.95,2.0,1.0
druni,mujer,guess,guess seductive kiss for women edt,eau de toilette,31.0,58.0,39.95,,
druni,mujer,nina ricci,nina soleil,eau de toilette,41.0,73.0,42.95,2.0,1.0
druni,mujer,l' atelier parfum paris,douce insomnie,eau de parfum,39.0,65.0,39.95,,
druni,mujer,sisley,l'eau rêvée d'ikar,eau de toilette,30.0,96.0,66.95,,
druni,mujer,guerlain,mon guerlain sparkling bouquet,eau de parfum,40.0,86.29,51.95,5.0,4.0
druni,mujer,pedro del hierro,hibiscus,eau de parfum,14.0,34.95,29.95,4.0,1.0
druni,mujer,cartier,rivières de cartier allégresse,eau de toilette,23.0,112.0,85.95,5.0,2.0
druni,mujer,l' atelier parfum paris,exquise tentation,eau de parfum,39.0,65.0,39.95,,
druni,mujer,boucheron,femme,eau de toilette,58.0,110.0,45.95,4.65,3.0
druni,mujer,pepe jeans,estuche pepe jeans bright,eau de toilette,30.0,49.95,34.95,3.5,2.0
druni,mujer,devota & lomba,infusión adictiva,eau de toilette,58.0,36.0,14.95,,
druni,mujer,guerlain,recarga basilic forte,eau de parfum,46.0,199.68,107.95,,
druni,mujer,dior,roller pearl j'adore,eau de parfum,25.0,64.0,47.95,5.0,2.0
druni,mujer,hermès,eau de basilique pourpre,eau de cologne,38.0,118.0,72.95,5.0,1.0
druni,mujer,l' atelier parfum paris,rose coup de foudre,eau de parfum,39.0,65.0,39.95,5.0,1.0
druni,mujer,cartier,rivières de cartier insouciance,eau de toilette,23.0,112.0,85.95,,
druni,mujer,guerlain,mitsouko,eau de toilette,38.0,126.44,77.95,4.0,1.0
druni,mujer,viktor & rolf,flowerbomb dew,eau de parfum,42.0,79.0,45.95,5.0,3.0
druni,mujer,jimmy choo,estuche jimmy choo,eau de parfum,39.0,82.0,49.95,5.0,1.0
druni,mujer,l' atelier parfum paris,belle joueuse,eau de parfum,39.0,65.0,39.95,,
druni,mujer,lanvin,a girl in capri,eau de toilette,56.0,91.0,39.95,4.35,3.0
druni,mujer,lua & lee,eau de happiness,eau de cologne,25.0,19.95,14.95,4.55,11.0
druni,mujer,agatha paris,agatha enjoy e.t.,eau de toilette,40.0,50.0,29.95,,
druni,mujer,l' atelier parfum paris,cœur de pétales,eau de parfum,29.0,28.0,19.95,4.0,1.0
druni,mujer,dior,joy by dior intense,eau de parfum,25.0,125.0,93.25,4.55,13.0
druni,mujer,viktor & rolf,recarga good fortune,eau de parfum,42.0,130.0,74.95,,
druni,mujer,paco rabanne,olympea flora,eau de parfum,35.0,74.0,47.95,,
druni,mujer,fun & basics,cofre be fun,eau de parfum,58.0,25.0,10.45,,
druni,mujer,paco rabanne,fame,eau de parfum,34.0,65.5,42.95,4.75,21.0
druni,mujer,agatha paris,agatha dream e.t.,eau de toilette,40.0,50.0,29.95,,
druni,mujer,trussardi,trussardi pure jasmine ep 90 ml,eau de parfum,47.0,57.0,29.95,4.5,2.0
druni,mujer,roberto torretta,estuche pour femme,eau de parfum,56.0,45.0,19.95,4.15,7.0
druni,mujer,carolina herrera,good girl blush,eau de parfum,32.0,77.5,52.95,5.0,3.0
druni,mujer,chloe,nomade chloé,eau de parfum,56.0,73.0,31.95,4.85,68.0
druni,mujer,lolita lempicka,lolita lempicka mon premier,eau de parfum,60.0,88.0,34.95,4.65,60.0
druni,mujer,mugler,angel elixir,eau de parfum,39.0,82.0,49.95,5.0,2.0
druni,mujer,paco rabanne,black xs,eau de parfum,54.0,65.5,29.95,4.75,85.0
druni,mujer,yves saint laurent,opium,eau de parfum,41.0,85.0,49.95,4.75,43.0
druni,mujer,cartier,la panthère,eau de parfum,25.0,100.0,74.95,4.85,95.0
druni,mujer,lancome,tresor,eau de parfum,52.0,115.0,54.95,4.9,78.0
druni,mujer,tommy hilfiger,tommy girl,eau de toilette,47.0,72.0,37.95,4.9,75.0
druni,mujer,mugler,alien goddess intense,eau de parfum,42.0,86.0,49.95,5.0,2.0
druni,mujer,gucci,guilty intense,eau de parfum,53.0,120.0,56.95,5.0,2.0
druni,mujer,gucci,flora gorgeous gardenia,eau de parfum,48.0,79.0,40.95,4.65,32.0
druni,mujer,pepe jeans,bright,eau de parfum,62.0,51.95,19.95,4.0,4.0
druni,mujer,loewe,earth,eau de parfum,35.0,92.0,59.5,4.5,8.0
druni,mujer,coach,wild rose,eau de parfum,47.0,47.0,24.95,4.75,4.0
druni,mujer,rochas,byzance gold,eau de parfum,59.0,84.5,34.95,5.0,1.0
druni,mujer,narciso rodriguez,for her forever,eau de parfum,35.0,140.0,90.95,3.0,2.0
druni,mujer,shiseido,ginza intense,eau de parfum,35.0,80.0,51.95,,
druni,mujer,dolce & gabbana,light blue summer vibes,eau de toilette,40.0,92.0,54.95,5.0,3.0
druni,mujer,chopard,bigardia,eau de parfum,45.0,54.0,29.95,,
druni,mujer,tous,more pink,eau de toilette,48.0,63.0,32.95,5.0,1.0
druni,mujer,kenzo,flower by kenzo ikebana,eau de parfum,46.0,97.5,52.95,,
druni,mujer,trussardi,donna,eau de parfum,58.0,106.2,44.95,4.8,9.0
druni,mujer,lancome,la nuit tresor a la folie,eau de parfum,38.0,96.5,59.95,4.95,20.0
druni,mujer,carolina herrera,ch good girl legere,eau de parfum,44.0,113.0,62.95,4.85,39.0
druni,mujer,mugler,angel,eau de parfum,39.0,79.0,47.95,4.4,17.0
druni,mujer,prada,la femme l' eau,eau de toilette,39.0,140.0,84.95,4.65,4.0
druni,mujer,tous,gems power,eau de toilette,66.0,117.0,39.95,4.85,13.0
druni,mujer,mugler,cologne thierry mugler,eau de toilette,38.0,96.0,59.95,4.5,29.0
druni,mujer,givenchy,estuche l'interdit,eau de parfum,44.0,142.25,79.95,4.35,76.0
druni,mujer,eau my bb,estuche eau my bb sin alcohol,eau de toilette,48.0,22.95,11.95,4.8,14.0
druni,mujer,gianfranco ferre,gieffeffe,eau de toilette,16.0,40.55,33.94,4.5,50.0
druni,mujer,cacharel,estuche yes i am,eau de parfum,42.0,112.0,64.95,4.9,122.0
druni,mujer,lacoste,lacoste pour femme,eau de parfum,51.0,71.0,34.95,4.85,124.0
druni,mujer,ungaro,gold,eau de toilette,74.0,77.0,19.95,4.35,19.0
druni,mujer,pedro del hierro,peonia,eau de parfum,52.0,72.9,34.95,4.65,8.0
druni,mujer,pepe jeans,estuche pepe jeans,eau de parfum,50.0,59.8,29.95,4.65,14.0
druni,mujer,moschino,cheap and chic,eau de toilette,62.0,98.0,36.95,4.8,76.0
druni,mujer,balenciaga,florabotanica,eau de parfum,22.0,108.5,84.95,4.8,135.0
druni,mujer,yves saint laurent,paris,eau de toilette,46.0,140.0,74.95,4.6,26.0
druni,mujer,yves saint laurent,elle,eau de parfum,50.0,160.0,79.95,4.95,52.0
druni,mujer,mugler,estuche mugler cologne,eau de toilette,29.0,49.0,34.95,5.0,6.0
druni,mujer,cacharel,estuche amor amor,eau de toilette,50.0,100.0,49.95,4.7,135.0
druni,mujer,lancome,estuche la vie est belle,eau de parfum,42.0,156.0,89.95,4.75,214.0
druni,mujer,issey miyake,estuche l'eau d'issey,eau de toilette,35.0,124.0,80.6,4.0,48.0
druni,mujer,jean paul gaultier,estuche scandal,eau de parfum,33.0,89.0,59.95,4.8,38.0
druni,mujer,hugo boss,ma vie pour femme,eau de parfum,51.0,102.0,49.95,4.5,2.0
druni,mujer,dolce & gabbana,estuche d&g the one,eau de parfum,45.0,132.0,71.95,4.85,86.0
druni,mujer,versace,estuche yellow diamond,eau de toilette,41.0,121.0,71.95,4.6,19.0
druni,mujer,coach,cofre coach woman edp,eau de parfum,40.0,92.0,54.95,5.0,1.0
druni,mujer,tom ford,métallique,eau de parfum,31.0,145.0,99.95,4.0,3.0
druni,mujer,guerlain,shalimar,eau de parfum,41.0,162.56,95.95,4.0,4.0
druni,mujer,gucci,estuche gucci bloom,eau de parfum,54.0,172.5,79.95,4.8,28.0
druni,mujer,pepe jeans,estuche celebrate for her,eau de parfum,41.0,58.8,34.95,4.65,6.0
druni,mujer,lancaster,estuche eau de lancaster,eau de toilette,65.0,77.2,26.95,4.65,209.0
druni,mujer,bvlgari,estuche omnia crystalline,eau de toilette,37.0,103.0,64.95,4.8,59.0
druni,mujer,bvlgari,estuche omnia coral,eau de toilette,37.0,103.0,64.95,4.8,36.0
druni,mujer,marc jacobs,estuche daisy eau so fresh,eau de toilette,39.0,81.29,49.95,4.5,12.0
druni,mujer,versace,estuche bright crystal,eau de toilette,41.0,121.0,71.95,4.45,45.0
druni,mujer,versace,estuche dylan blue pour femme,eau de parfum,41.0,121.0,71.95,4.9,25.0
druni,mujer,angel schlesser,estuche femme adorable,eau de toilette,51.0,76.12,36.95,4.45,16.0
druni,mujer,cacharel,estuche noa,eau de toilette,50.0,100.0,49.95,4.8,42.0
druni,mujer,cartier,estuche la panthère,eau de parfum,20.0,131.0,104.95,4.75,16.0
druni,mujer,angel schlesser,cofre angel schlesser femme,eau de toilette,48.0,87.0,44.95,4.7,65.0
druni,mujer,mugler,estuche angel,eau de parfum,38.0,88.0,54.95,4.7,35.0
druni,mujer,mugler,estuche alien,eau de parfum,38.0,88.0,54.95,4.6,46.0
druni,mujer,ralph lauren,estuche ralph lauren,eau de toilette,47.0,122.0,64.95,4.85,29.0
druni,mujer,burberry,burberry classic,eau de parfum,66.0,119.0,39.95,4.6,93.0
druni,mujer,lacoste,lacoste pink,eau de toilette,55.0,77.0,34.95,4.85,244.0
druni,mujer,jean paul gaultier,estuche scandal,eau de parfum,43.0,95.9,54.95,5.0,4.0
druni,mujer,lancome,poême,eau de parfum,53.0,160.0,74.95,4.95,46.0
druni,mujer,eau my bb,estuche eau my bb,eau de toilette,57.0,22.95,9.95,4.95,16.0
druni,mujer,moschino,i love love,eau de toilette,62.0,98.0,36.95,4.85,42.0
druni,mujer,rochas,escapade au soleil,eau de toilette,61.0,95.0,36.95,4.8,20.0
druni,mujer,carolina herrera,ch beauties,eau de parfum,43.0,104.5,59.95,4.35,9.0
druni,mujer,guerlain,shalimar,eau de toilette,39.0,136.46,82.95,,
druni,mujer,roberto cavalli,roberto cavalli eau de parfum,eau de parfum,75.0,118.0,29.95,4.75,133.0
druni,mujer,pedro del hierro,estuche peonía,eau de parfum,59.0,72.9,29.95,4.45,32.0
druni,mujer,hugo boss,estuche boss alive,eau de parfum,48.0,123.9,64.95,4.9,20.0
druni,mujer,armani,estuche my way,eau de parfum,46.0,156.0,84.95,4.6,51.0
druni,mujer,valentino,estuche voce viva,eau de parfum,43.0,134.7,76.95,4.85,60.0
druni,mujer,mugler,estuche angel nova,eau de parfum,38.0,80.0,49.95,5.0,2.0
druni,mujer,van cleef & arpels,first,eau de toilette,65.0,115.0,39.95,4.8,18.0
druni,mujer,boucheron,femme,eau de parfum,67.0,122.0,39.95,5.0,4.0
druni,mujer,boucheron,serpent bohème,eau de parfum,56.0,110.0,47.95,4.2,5.0
druni,mujer,jean paul gaultier,estuche so scandal,eau de parfum,30.0,83.0,57.95,5.0,1.0
druni,mujer,armani,sì intense,eau de parfum,48.0,125.0,64.95,4.8,351.0
druni,mujer,rochas,estuche mademoiselle,eau de parfum,50.0,50.0,24.95,4.25,8.0
druni,mujer,lancome,estuche idôle,eau de parfum,42.0,156.0,89.95,4.75,58.0
druni,mujer,loewe,estuche solo ella,eau de parfum,35.0,152.0,98.25,4.3,17.0
druni,mujer,loewe,estuche agua,eau de toilette,35.0,107.0,69.25,4.5,10.0
druni,mujer,guerlain,insolence,eau de parfum,47.0,146.5,77.95,4.25,8.0
druni,mujer,guerlain,samsara,eau de toilette,38.0,126.44,77.95,5.0,1.0
druni,mujer,guerlain,champs - élysées,eau de toilette,38.0,126.44,77.95,4.8,5.0
druni,mujer,armani,terra di gioia,eau de parfum,50.0,120.0,59.95,4.65,6.0
druni,mujer,loewe,estuche paula's ibiza,eau de toilette,35.0,75.0,48.5,4.8,21.0
druni,mujer,nina ricci,nina extra rouge,eau de parfum,45.0,84.0,45.95,4.5,2.0
druni,mujer,prada,infusion de mandarine,eau de parfum,43.0,150.0,84.95,1.0,1.0
druni,mujer,rochas,estuche girl,eau de toilette,62.0,97.0,36.95,4.9,9.0
druni,mujer,armani,my way intense refill,eau de parfum,56.0,180.0,79.95,5.0,6.0
druni,mujer,issey miyake,estuche a drop d' issey,eau de parfum,44.0,107.0,59.95,5.0,7.0
druni,mujer,jimmy choo,estuche i want choo,eau de parfum,39.0,131.0,79.95,5.0,3.0
druni,mujer,marc jacobs,estuche perfect,eau de parfum,51.0,132.44,64.95,4.8,5.0
druni,mujer,dior,cofre miss dior,eau de parfum,25.0,122.0,90.95,4.9,8.0
druni,mujer,trussardi,estuche trussardi,eau de parfum,37.0,95.0,59.95,,
druni,mujer,mugler,estuche angel nova,eau de parfum,33.0,81.5,54.95,4.6,10.0
druni,mujer,mugler,estuche alien goddess,eau de parfum,33.0,81.5,54.95,5.0,2.0
druni,mujer,versace,estuche dylan turquoise,eau de toilette,53.0,121.0,56.95,4.95,16.0
druni,mujer,lancome,estuche miniaturas,eau de parfum,35.0,57.0,36.95,4.4,22.0
druni,mujer,rochas,estuche mademoiselle couture,eau de parfum,51.0,72.0,34.95,4.85,7.0
druni,mujer,moschino,estuche toy 2 bubble gum,eau de toilette,45.0,103.0,56.95,5.0,4.0
druni,mujer,police,estuche to be good vibes,eau de parfum,52.0,42.0,19.95,3.0,1.0
druni,mujer,police,estuche to be good vibes,eau de parfum,45.0,31.0,16.95,5.0,1.0
druni,mujer,michael kors,estuche gorgeous,eau de parfum,33.0,109.5,72.95,,
druni,mujer,hugo boss,boss alive edición limitada,eau de parfum,53.0,99.0,46.95,,
druni,mujer,tommy hilfiger,cofre tommy girl,eau de toilette,30.0,42.5,29.95,5.0,3.0
druni,mujer,rochas,girl rochas relleno,eau de toilette,52.0,126.0,59.95,5.0,1.0
druni,mujer,armani,recarga my way florale ep 150ml,eau de parfum,45.0,155.0,84.95,1.0,1.0
druni,mujer,guerlain,recarga aqua allegoria mandarine basilic,eau de toilette,42.0,173.6,99.95,,
druni,mujer,jean paul gaultier,le classique pride 22,eau de toilette,35.0,92.5,59.95,,
druni,mujer,angel schlesser,estuche angel schlesser orange blossom,eau de toilette,44.0,50.0,27.95,,
druni,mujer,michael kors,estuche gorgeous,eau de parfum,41.0,109.5,64.95,4.75,4.0
druni,mujer,nina ricci,recarga nina,eau de toilette,46.0,134.0,72.95,,
druni,mujer,kenzo,cofre flower kenzo,eau de parfum,40.0,149.5,89.95,4.85,6.0
druni,mujer,mugler,recarga angel nova,eau de parfum,41.0,119.0,69.95,4.8,9.0
druni,mujer,mugler,recarga alien,eau de parfum,38.0,130.0,79.95,5.0,3.0
druni,mujer,pepe jeans,bright,eau de toilette,25.0,29.95,22.5,,
druni,mujer,halloween,cofre hallowen blossom,eau de toilette,32.0,59.0,39.95,5.0,1.0
druni,mujer,halloween,cofre hallowen blue drop,eau de toilette,31.0,58.0,39.95,5.0,1.0
druni,mujer,lolita lempicka,estuche lolita lempicka le parfum,eau de parfum,52.0,165.0,79.95,5.0,3.0
druni,mujer,jean paul gaultier,classique xmas collector,eau de toilette,51.0,115.5,56.95,3.0,3.0
druni,mujer,armani,estuche si passione,eau de parfum,49.0,156.0,79.95,,
druni,mujer,angel schlesser,cofre angel schlesser magique,eau de parfum,50.0,92.0,45.95,4.15,7.0
druni,mujer,tom ford,cofre costa azzurra,eau de parfum,27.0,175.0,126.95,4.0,4.0
druni,mujer,hermès,estuche eau d'orange verte,eau de cologne,40.0,124.0,74.95,,
druni,mujer,loewe,cofre earth,eau de parfum,35.0,152.0,98.25,5.0,1.0
druni,mujer,yves saint laurent,cofre black opium,eau de parfum,31.0,86.5,59.95,5.0,2.0
druni,mujer,yves saint laurent,cofre libre,eau de parfum,39.0,106.0,64.95,,
druni,mujer,tommy hilfiger,cofre tommy girl,eau de toilette,49.0,78.0,39.95,5.0,1.0
druni,mujer,guerlain,recarga aqua allegoria forte nerolia vetiver,eau de parfum,46.0,199.68,107.95,,
druni,mujer,hermès,recarga un jardin a cythere,eau de toilette,45.0,181.0,99.95,,
druni,mujer,rochas,citron soleil,eau de toilette,58.0,95.0,39.95,4.8,14.0
druni,mujer,elizabeth arden,estuche 5th avenue,eau de parfum,43.0,49.0,27.95,,
druni,mujer,calvin klein,ck one summer,eau de toilette,69.0,65.0,19.95,4.0,7.0
druni,mujer,elizabeth arden,estuche green tea,eau de parfum,39.0,27.73,16.95,5.0,2.0
druni,mujer,elizabeth arden,green tea citron,eau de toilette,53.0,27.5,12.95,,
druni,mujer,jimmy choo,blossom,eau de parfum,61.0,56.0,21.95,5.0,2.0
druni,mujer,dior,portofino,eau de toilette,25.0,148.0,110.95,,
druni,mujer,narciso rodriguez,recarga all of me,eau de parfum,35.0,170.0,109.95,,
druni,mujer,guess,type 1 bergamot & vetiver,eau de parfum,29.0,85.0,59.95,,
druni,mujer,guess,type 2 red currant & balsam,eau de parfum,29.0,85.0,59.95,,
druni,mujer,guess,type 3 tobacco & amberwood,eau de parfum,29.0,85.0,59.95,,
druni,mujer,mugler,alien,eau de parfum,44.0,77.0,42.95,4.4,52.0
druni,mujer,lua & lee,lua & lee,eau de toilette,50.0,29.95,14.95,4.75,23.0
druni,mujer,narciso rodriguez,estuche for her musc noir,eau de parfum,35.0,140.0,90.95,4.5,3.0
druni,mujer,paco rabanne,calandre,eau de parfum,52.0,117.5,56.95,4.0,4.0
